func_name,function_signature,filename,filepath,start_line,end_line,start_column,end_column,start_offset,end_offset,line_map
verifyMagic,core/src/main/java/jenkins/security/DefaultConfidentialStore.java:125:12::jenkins.security.DefaultConfidentialStore.byte[] verifyMagic(byte[]payload),DefaultConfidentialStore.java,core/src/main/java/jenkins/security/DefaultConfidentialStore.java,125,136,12,4,4491,4954,"[(125, ""'byte[] verifyMagic(byte[] payload) {\\n        int payloadLen = payload.length - MAGIC.length;\\n        if (payloadLen < 0)   return null;    // obviously broken\\n\\n        for (int i = 0; i < MAGIC.length; i++) {\\n            if (payload[payloadLen + i] != MAGIC[i])\\n                return null;    // broken\\n        }\\n        byte[] truncated = new byte[payloadLen];\\n        System.arraycopy(payload, 0, truncated, 0, truncated.length);\\n        return truncated;\\n    }'"")]"
hasCreatePermission,"core/src/main/java/hudson/security/ACL.java:270:11::hudson.security.ACL.boolean hasCreatePermission(@NonNullorg.acegisecurity.Authenticationa,@NonNullItemGroupc,@NonNullTopLevelItemDescriptord)",ACL.java,core/src/main/java/hudson/security/ACL.java,270,273,11,4,10416,10648,"[(270, ""'boolean hasCreatePermission(@NonNull org.acegisecurity.Authentication a, @NonNull ItemGroup c,\\n                                       @NonNull TopLevelItemDescriptor d) {\\n        return hasCreatePermission2(a.toSpring(), c, d);\\n    }'"")]"
unmarshalField,"core/src/main/java/hudson/util/RobustReflectionConverter.java:452:14::hudson.util.RobustReflectionConverter.Object unmarshalField(finalUnmarshallingContextcontext,finalObjectresult,Classtype,Fieldfield)",RobustReflectionConverter.java,core/src/main/java/hudson/util/RobustReflectionConverter.java,452,455,14,4,22368,22642,"[(452, ""'Object unmarshalField(final UnmarshallingContext context, final Object result, Class type, Field field) {\\n        Converter converter = mapper.getLocalConverter(field.getDeclaringClass(), field.getName());\\n        return context.convertAnother(result, type, converter);\\n    }'"")]"
remove,core/src/main/java/hudson/ExtensionList.java:215:11::hudson.ExtensionList.boolean remove(Objecto),ExtensionList.java,core/src/main/java/hudson/ExtensionList.java,215,223,11,4,7591,7793,"[(215, ""'boolean remove(Object o) {\\n        try {\\n            return removeSync(o);\\n        } finally {\\n            if (extensions != null) {\\n                fireOnChangeListeners();\\n            }\\n        }\\n    }'"")]"
for_,core/src/main/java/hudson/tools/ToolInstallerDescriptor.java:60:18::hudson.tools.ToolInstallerDescriptor.List<ToolInstallerDescriptor<?>> for_(Class<?extendsToolInstallation>type),ToolInstallerDescriptor.java,core/src/main/java/hudson/tools/ToolInstallerDescriptor.java,60,66,18,4,2312,2593,"[(60, ""'List<ToolInstallerDescriptor<?>> for_(Class<? extends ToolInstallation> type) {\\n        List<ToolInstallerDescriptor<?>> r = new ArrayList<>();\\n        for (ToolInstallerDescriptor<?> d : all())\\n            if (d.isApplicable(type))\\n                r.add(d);\\n        return r;\\n    }'"")]"
assertProtocolDisabled,"test/src/test/java/jenkins/model/JenkinsTest.java:626:12::jenkins.model.JenkinsTest.void assertProtocolDisabled(StringprotocolName,@CheckForNullStringstage)",JenkinsTest.java,test/src/test/java/jenkins/model/JenkinsTest.java,626,629,12,4,24765,25027,"[(626, '\'void assertProtocolDisabled(String protocolName, @CheckForNull String stage) {\\n        assertThat(protocolName + "" must be disabled. Stage="" + (stage != null ? stage : ""undefined""),\\n                j.jenkins.getAgentProtocols(), not(hasItem(protocolName)));\\n    }\'')]"
setComputer,core/src/main/java/hudson/model/ComputerPanelBox.java:23:11::hudson.model.ComputerPanelBox.void setComputer(Computercomputer),ComputerPanelBox.java,core/src/main/java/hudson/model/ComputerPanelBox.java,23,25,11,4,438,514,"[(23, ""'void setComputer(Computer computer) {\\n        this.computer = computer;\\n    }'"")]"
isApplicable,core/src/main/java/jenkins/tasks/filters/EnvVarsFilterLocalRuleDescriptor.java:45:20::jenkins.tasks.filters.EnvVarsFilterLocalRuleDescriptor.boolean isApplicable(@NonNullClass<?extendsEnvVarsFilterableBuilder>builderClass),EnvVarsFilterLocalRuleDescriptor.java,core/src/main/java/jenkins/tasks/filters/EnvVarsFilterLocalRuleDescriptor.java,45,45,20,105,1904,1989,"[(45, ""'boolean isApplicable(@NonNull Class<? extends EnvVarsFilterableBuilder> builderClass);'"")]"
rewrite,"core/src/main/java/hudson/util/SecretRewriter.java:78:11::hudson.util.SecretRewriter.boolean rewrite(Filef,Filebackup)",SecretRewriter.java,core/src/main/java/hudson/util/SecretRewriter.java,78,80,11,4,2516,2626,"[(78, ""'boolean rewrite(File f, File backup) throws InvalidKeyException, IOException {\\n        return rewrite(f);\\n    }'"")]"
setFormatter,core/src/main/java/hudson/logging/WeakLogHandler.java:80:11::hudson.logging.WeakLogHandler.void setFormatter(FormatternewFormatter),WeakLogHandler.java,core/src/main/java/hudson/logging/WeakLogHandler.java,80,85,11,4,2576,2787,"[(80, ""'void setFormatter(Formatter newFormatter) throws SecurityException {\\n        super.setFormatter(newFormatter);\\n        Handler t = resolve();\\n        if (t != null)\\n            t.setFormatter(newFormatter);\\n    }'"")]"
createMockProject,"test/src/test/java/hudson/model/SimpleJobTest.java:122:12::hudson.model.SimpleJobTest.Job createMockProject(finalSortedMap<Integer,TestBuild>runs)",SimpleJobTest.java,test/src/test/java/hudson/model/SimpleJobTest.java,122,124,12,4,3969,4073,"[(122, ""'Job createMockProject(final SortedMap<Integer, TestBuild> runs) {\\n        return new TestJob(runs);\\n    }'"")]"
sendBinary,"core/src/main/java/jenkins/websocket/WebSocketSession.java:111:20::jenkins.websocket.WebSocketSession.void sendBinary(ByteBufferpartialByte,booleanisLast)",WebSocketSession.java,core/src/main/java/jenkins/websocket/WebSocketSession.java,111,113,20,4,4202,4332,"[(111, ""'void sendBinary(ByteBuffer partialByte, boolean isLast) throws IOException {\\n        handler.sendBinary(partialByte, isLast);\\n    }'"")]"
testJelly,test/src/test/java/jenkins/security/Security857Test.java:52:12::jenkins.security.Security857Test.void testJelly(Booleanescape),Security857Test.java,test/src/test/java/jenkins/security/Security857Test.java,52,58,12,4,1401,1591,"[(52, ""'void testJelly(Boolean escape) throws Exception {\\n        String jelly = getJellyContent(escape);\\n\\n        String response = parseJelly(jelly);\\n\\n        checkResponse(response, escape);\\n    }'"")]"
maskedPrintCommandLine,"core/src/main/java/hudson/Launcher.java:827:20::hudson.Launcher.void maskedPrintCommandLine(@NonNullList<String>cmd,@CheckForNullboolean[]mask,@CheckForNullFilePathworkDir)",Launcher.java,core/src/main/java/hudson/Launcher.java,827,843,20,4,31952,32541,"[(827, '\'void maskedPrintCommandLine(@NonNull List<String> cmd, @CheckForNull boolean[] mask, @CheckForNull FilePath workDir) {\\n        if (mask == null) {\\n            printCommandLine(cmd.toArray(new String[0]), workDir);\\n            return;\\n        }\\n\\n        assert mask.length == cmd.size();\\n        final String[] masked = new String[cmd.size()];\\n        for (int i = 0; i < cmd.size(); i++) {\\n            if (mask[i]) {\\n                masked[i] = ""********"";\\n            } else {\\n                masked[i] = cmd.get(i);\\n            }\\n        }\\n        printCommandLine(masked, workDir);\\n    }\'')]"
isPluginManifest,core/src/main/java/jenkins/security/ClassFilterImpl.java:291:19::jenkins.security.ClassFilterImpl.boolean isPluginManifest(Manifestmf),ClassFilterImpl.java,core/src/main/java/jenkins/security/ClassFilterImpl.java,291,295,19,4,13623,13940,"[(291, '\'boolean isPluginManifest(Manifest mf) {\\n        Attributes attr = mf.getMainAttributes();\\n        return attr.getValue(""Short-Name"") != null && (attr.getValue(""Plugin-Version"") != null || attr.getValue(""Jenkins-Version"") != null) ||\\n               ""true"".equals(attr.getValue(""Jenkins-ClassFilter-Whitelisted""));\\n    }\'')]"
executeBuild,"test/src/test/java/hudson/slaves/EnvironmentVariableNodePropertyTest.java:164:12::hudson.slaves.EnvironmentVariableNodePropertyTest.Map<String,String> executeBuild(Nodenode)",EnvironmentVariableNodePropertyTest.java,test/src/test/java/hudson/slaves/EnvironmentVariableNodePropertyTest.java,164,173,12,4,6261,6613,"[(164, ""'Map<String, String> executeBuild(Node node) throws Exception {\\n        CaptureEnvironmentBuilder builder = new CaptureEnvironmentBuilder();\\n\\n        project.getBuildersList().add(builder);\\n        project.setAssignedLabel(node.getSelfLabel());\\n\\n        FreeStyleBuild build = j.buildAndAssertSuccess(project);\\n\\n        return builder.getEnvVars();\\n    }'"")]"
updateNode,core/src/main/java/jenkins/model/Nodes.java:198:11::jenkins.model.Nodes.boolean updateNode(final@NonNullNodenode),Nodes.java,core/src/main/java/jenkins/model/Nodes.java,198,225,11,4,7525,8520,"[(198, '""boolean updateNode(final @NonNull Node node) throws IOException {\\n        boolean exists;\\n        try {\\n            exists = Queue.withLock(new Callable<>() {\\n                @Override\\n                public Boolean call() throws Exception {\\n                    if (node == nodes.get(node.getNodeName())) {\\n                        jenkins.trimLabels(node);\\n                        return true;\\n                    }\\n                    return false;\\n                }\\n            });\\n        } catch (RuntimeException e) {\\n            // should never happen, but if it does let\'s do the right thing\\n            throw e;\\n        } catch (Exception e) {\\n            // can never happen\\n            exists = false;\\n        }\\n        if (exists) {\\n            // TODO there is a theoretical race whereby the node instance is updated/removed after lock release\\n            persistNode(node);\\n            // TODO should this fireOnUpdated?\\n            return true;\\n        }\\n        return false;\\n    }""')]"
setGlobalSettings,core/src/main/java/hudson/tasks/Maven.java:211:14::hudson.tasks.Maven.void setGlobalSettings(GlobalSettingsProviderglobalSettings),Maven.java,core/src/main/java/hudson/tasks/Maven.java,211,213,14,4,7697,7811,"[(211, ""'void setGlobalSettings(GlobalSettingsProvider globalSettings) {\\n        this.globalSettings = globalSettings;\\n    }'"")]"
checkName,core/src/main/java/jenkins/agents/CloudSet.java:153:11::jenkins.agents.CloudSet.String checkName(Stringname),CloudSet.java,core/src/main/java/jenkins/agents/CloudSet.java,153,165,11,4,5425,5807,"[(153, '\'String checkName(String name) throws Failure {\\n        if (name == null)\\n            throw new Failure(""Query parameter \\\'name\\\' is required"");\\n\\n        name = name.trim();\\n        Jenkins.checkGoodName(name);\\n\\n        if (Jenkins.get().getCloud(name) != null)\\n            throw new Failure(Messages.CloudSet_CloudAlreadyExists(name));\\n\\n        // looks good\\n        return name;\\n    }\'')]"
okJSON,core/src/main/java/hudson/util/HttpResponses.java:67:18::hudson.util.HttpResponses.HttpResponse okJSON(@NonNullJSONObjectdata),HttpResponses.java,core/src/main/java/hudson/util/HttpResponses.java,67,69,18,4,2278,2375,"[(67, ""'HttpResponse okJSON(@NonNull JSONObject data) {\\n        return new JSONObjectResponse(data);\\n    }'"")]"
createLauncher,core/src/main/java/hudson/FilePath.java:3080:11::hudson.FilePath.Launcher createLauncher(TaskListenerlistener),FilePath.java,core/src/main/java/hudson/FilePath.java,3080,3085,11,4,117535,117805,"[(3080, ""'Launcher createLauncher(TaskListener listener) throws IOException, InterruptedException {\\n        if (channel == null)\\n            return new LocalLauncher(listener);\\n        else\\n            return new RemoteLauncher(listener, channel, channel.call(new IsUnix()));\\n    }'"")]"
generateResponse,"core/src/main/java/hudson/util/FormValidation.java:602:11::hudson.util.FormValidation.void generateResponse(StaplerRequestreq,StaplerResponsersp,Objectnode)",FormValidation.java,core/src/main/java/hudson/util/FormValidation.java,602,604,11,4,21304,21459,"[(602, ""'void generateResponse(StaplerRequest req, StaplerResponse rsp, Object node) throws IOException, ServletException {\\n        respond(rsp, renderHtml());\\n    }'"")]"
load,core/src/main/java/hudson/ClassicPluginStrategy.java:362:11::hudson.ClassicPluginStrategy.void load(PluginWrapperwrapper),ClassicPluginStrategy.java,core/src/main/java/hudson/ClassicPluginStrategy.java,362,399,11,4,14726,16643,"[(362, '\'void load(PluginWrapper wrapper) throws IOException {\\n        // override the context classloader. This no longer makes sense,\\n        // but it is left for the backward compatibility\\n        ClassLoader old = Thread.currentThread().getContextClassLoader();\\n        Thread.currentThread().setContextClassLoader(wrapper.classLoader);\\n        try {\\n            String className = wrapper.getPluginClass();\\n            if (className == null) {\\n                // use the default dummy instance\\n                wrapper.setPlugin(new DummyImpl());\\n            } else {\\n                try {\\n                    Class<?> clazz = wrapper.classLoader.loadClass(className);\\n                    Object o = clazz.getDeclaredConstructor().newInstance();\\n                    if (!(o instanceof Plugin)) {\\n                        throw new IOException(className + "" doesn\\\'t extend from hudson.Plugin"");\\n                    }\\n                    wrapper.setPlugin((Plugin) o);\\n                } catch (LinkageError | ClassNotFoundException e) {\\n                    throw new IOException(""Unable to load "" + className + "" from "" + wrapper.getShortName(), e);\\n                } catch (NoSuchMethodException | InstantiationException | IllegalAccessException | InvocationTargetException e) {\\n                    throw new IOException(""Unable to create instance of "" + className + "" from "" + wrapper.getShortName(), e);\\n                }\\n            }\\n\\n            // initialize plugin\\n            try {\\n                Plugin plugin = wrapper.getPluginOrFail();\\n                plugin.setServletContext(pluginManager.context);\\n                startPlugin(wrapper);\\n            } catch (Throwable t) {\\n                // gracefully handle any error in plugin.\\n                throw new IOException(""Failed to initialize"", t);\\n            }\\n        } finally {\\n            Thread.currentThread().setContextClassLoader(old);\\n        }\\n    }\'')]"
getSingleNode,"test/src/test/java/hudson/model/RSSTest.java:397:12::hudson.model.RSSTest.Node getSingleNode(NodeparentNode,StringnodeName)",RSSTest.java,test/src/test/java/hudson/model/RSSTest.java,397,410,12,4,16348,16858,"[(397, '\'Node getSingleNode(Node parentNode, String nodeName) {\\n        Node childNode = null;\\n        NodeList childNodes = parentNode.getChildNodes();\\n        for (int i = 0; i < childNodes.getLength(); i++) {\\n            if (childNodes.item(i).getNodeName().equals(nodeName)) {\\n                if (childNode == null) {\\n                    childNode = childNodes.item(i);\\n                } else {\\n                    fail(""Too many children."");\\n                }\\n            }\\n        }\\n        return childNode;\\n    }\'')]"
getACL,core/src/main/java/hudson/security/AuthorizationStrategy.java:166:20::hudson.security.AuthorizationStrategy.ACL getACL(@NonNullCloudcloud),AuthorizationStrategy.java,core/src/main/java/hudson/security/AuthorizationStrategy.java,166,168,20,4,5955,6023,"[(166, ""'ACL getACL(@NonNull Cloud cloud) {\\n        return getRootACL();\\n    }'"")]"
deserializeValue,core/src/main/java/jenkins/model/experimentalflags/BooleanUserExperimentalFlag.java:51:14::jenkins.model.experimentalflags.BooleanUserExperimentalFlag.Boolean deserializeValue(ObjectserializedValue),BooleanUserExperimentalFlag.java,core/src/main/java/jenkins/model/experimentalflags/BooleanUserExperimentalFlag.java,51,59,14,4,1753,2009,"[(51, '\'Boolean deserializeValue(Object serializedValue) {\\n        if (serializedValue.equals(""true"")) {\\n            return Boolean.TRUE;\\n        }\\n        if (serializedValue.equals(""false"")) {\\n            return Boolean.FALSE;\\n        }\\n        return null;\\n    }\'')]"
shouldPoll,core/src/main/java/jenkins/scm/SCMDecisionHandler.java:47:20::jenkins.scm.SCMDecisionHandler.boolean shouldPoll(@NonNullItemitem),SCMDecisionHandler.java,core/src/main/java/jenkins/scm/SCMDecisionHandler.java,47,47,20,58,1851,1889,"[(47, ""'boolean shouldPoll(@NonNull Item item);'"")]"
copyWithDefaultValue,core/src/main/java/hudson/model/BooleanParameterDefinition.java:61:11::hudson.model.BooleanParameterDefinition.ParameterDefinition copyWithDefaultValue(ParameterValuedefaultValue),BooleanParameterDefinition.java,core/src/main/java/hudson/model/BooleanParameterDefinition.java,61,68,11,4,2194,2556,"[(61, ""'ParameterDefinition copyWithDefaultValue(ParameterValue defaultValue) {\\n        if (defaultValue instanceof BooleanParameterValue) {\\n            BooleanParameterValue value = (BooleanParameterValue) defaultValue;\\n            return new BooleanParameterDefinition(getName(), value.value, getDescription());\\n        } else {\\n            return this;\\n        }\\n    }'"")]"
denyTmpDir,"core/src/main/java/hudson/FilePath.java:2249:19::hudson.FilePath.void denyTmpDir(Filefile,Stringroot,OpenOption...openOptions)",FilePath.java,core/src/main/java/hudson/FilePath.java,2249,2253,19,4,85612,85830,"[(2249, '\'void denyTmpDir(File file, String root, OpenOption... openOptions) throws IOException {\\n        if (isTmpDir(file, root, openOptions)) {\\n            throw new IOException(""Tmp directory is prohibited."");\\n        }\\n    }\'')]"
getSlave,core/src/main/java/hudson/model/Hudson.java:118:11::hudson.model.Hudson.Slave getSlave(Stringname),Hudson.java,core/src/main/java/hudson/model/Hudson.java,118,123,11,4,4193,4342,"[(118, ""'Slave getSlave(String name) {\\n        Node n = getNode(name);\\n        if (n instanceof Slave)\\n            return (Slave) n;\\n        return null;\\n    }'"")]"
initPageVariables,core/src/main/java/hudson/Functions.java:274:18::hudson.Functions.void initPageVariables(JellyContextcontext),Functions.java,core/src/main/java/hudson/Functions.java,274,300,18,4,10683,12023,"[(274, '\'void initPageVariables(JellyContext context) {\\n        StaplerRequest currentRequest = Stapler.getCurrentRequest();\\n        currentRequest.getWebApp().getDispatchValidator().allowDispatch(currentRequest, Stapler.getCurrentResponse());\\n        String rootURL = currentRequest.getContextPath();\\n\\n        Functions h = new Functions();\\n        context.setVariable(""h"", h);\\n\\n\\n        // The path starts with a ""/"" character but does not end with a ""/"" character.\\n        context.setVariable(""rootURL"", rootURL);\\n\\n        /*\\n            load static resources from the path dedicated to a specific version.\\n            This ""/static/VERSION/abc/def.ghi"" path is interpreted by stapler to be\\n            the same thing as ""/abc/def.ghi"", but this avoids the stale cache\\n            problem when the user upgrades to new Jenkins. Stapler also sets a long\\n            future expiration dates for such static resources.\\n\\n            see https://wiki.jenkins-ci.org/display/JENKINS/Hyperlinks+in+HTML\\n         */\\n        context.setVariable(""resURL"", rootURL + getResourcePath());\\n        context.setVariable(""imagesURL"", rootURL + getResourcePath() + ""/images"");\\n        context.setVariable(""divBasedFormLayout"", true);\\n        context.setVariable(""userAgent"", currentRequest.getHeader(""User-Agent""));\\n        IconSet.initPageVariables(context);\\n    }\'')]"
add,core/src/main/java/hudson/model/ListView.java:297:11::hudson.model.ListView.void add(TopLevelItemitem),ListView.java,core/src/main/java/hudson/model/ListView.java,297,302,11,4,9652,9840,"[(297, ""'void add(TopLevelItem item) throws IOException {\\n        synchronized (this) {\\n            jobNames.add(item.getRelativeNameFrom(getOwner().getItemGroup()));\\n        }\\n        save();\\n    }'"")]"
getFileFor,core/src/main/java/jenkins/security/DefaultConfidentialStore.java:138:12::jenkins.security.DefaultConfidentialStore.File getFileFor(ConfidentialKeykey),DefaultConfidentialStore.java,core/src/main/java/jenkins/security/DefaultConfidentialStore.java,138,140,12,4,4969,5059,"[(138, ""'File getFileFor(ConfidentialKey key) {\\n        return new File(rootDir, key.getId());\\n    }'"")]"
setAgentProtocols,core/src/main/java/jenkins/model/Jenkins.java:1291:24::jenkins.model.Jenkins.void setAgentProtocols(@NonNullSet<String>protocols),Jenkins.java,core/src/main/java/jenkins/model/Jenkins.java,1291,1330,24,4,47787,50458,"[(1291, '""void setAgentProtocols(@NonNull Set<String> protocols) {\\n        Set<String> disabled = new TreeSet<>();\\n        Set<String> enabled = new TreeSet<>();\\n        for (AgentProtocol p : AgentProtocol.all()) {\\n            String name = p.getName();\\n            if (name != null && !p.isRequired()) {\\n                // we want to record the protocols where the admin has made a conscious decision\\n                // thus, if a protocol is opt-in, we record the admin enabling it\\n                // if a protocol is opt-out, we record the admin disabling it\\n                // We should not transition rapidly from opt-in -> opt-out -> opt-in\\n                // the scenario we want to have work is:\\n                // 1. We introduce a new protocol, it starts off as opt-in. Some admins decide to test and opt-in\\n                // 2. We decide that the protocol is ready for general use. It gets marked as opt-out. Any admins\\n                //    that took part in early testing now have their config switched to not mention the new protocol\\n                //    at all when they save their config as the protocol is now opt-out. Any admins that want to\\n                //    disable it can do so and will have their preference recorded.\\n                // 3. We decide that the protocol needs to be retired. It gets switched back to opt-in. At this point\\n                //    the initial opt-in admins, assuming they visited an upgrade to a controller with step 2, will\\n                //    have the protocol disabled for them. This is what we want. If they didn\'t upgrade to a controller\\n                //    with step 2, well there is not much we can do to differentiate them from somebody who is upgrading\\n                //    from a previous step 3 controller and had needed to keep the protocol turned on.\\n                //\\n                // What we should never do is flip-flop: opt-in -> opt-out -> opt-in -> opt-out as that will basically\\n                // clear any preference that an admin has set, but this should be ok as we only ever will be\\n                // adding new protocols and retiring old ones.\\n                if (p.isOptIn()) {\\n                    if (protocols.contains(name)) {\\n                        enabled.add(name);\\n                    }\\n                } else {\\n                    if (!protocols.contains(name)) {\\n                        disabled.add(name);\\n                    }\\n                }\\n            }\\n        }\\n        disabledAgentProtocols = disabled.isEmpty() ? null : new ArrayList<>(disabled);\\n        enabledAgentProtocols = enabled.isEmpty() ? null : new ArrayList<>(enabled);\\n        agentProtocols = null;\\n    }""')]"
getById,"core/src/main/java/hudson/model/User.java:637:28::hudson.model.User.User getById(Stringid,booleancreate)",User.java,core/src/main/java/hudson/model/User.java,637,639,28,4,24683,24777,"[(637, ""'User getById(String id, boolean create) {\\n        return getOrCreateById(id, id, create);\\n    }'"")]"
getStaticFieldValue,"test/src/test/java/jenkins/security/Security3030Test.java:161:19::jenkins.security.Security3030Test.Object getStaticFieldValue(Class<?>clazz,Stringfield)",Security3030Test.java,test/src/test/java/jenkins/security/Security3030Test.java,161,165,19,4,9338,9603,"[(161, ""'Object getStaticFieldValue(Class<?> clazz, String field) throws IllegalAccessException, NoSuchFieldException {\\n        final Field declaredField = clazz.getDeclaredField(field);\\n        declaredField.setAccessible(true);\\n        return declaredField.get(null);\\n    }'"")]"
put,"core/src/main/java/jenkins/model/lazy/AbstractLazyLoadRunMap.java:557:24::jenkins.model.lazy.AbstractLazyLoadRunMap.R put(Integerkey,Rr)",AbstractLazyLoadRunMap.java,core/src/main/java/jenkins/model/lazy/AbstractLazyLoadRunMap.java,557,575,24,4,18680,19155,"[(557, ""'R put(Integer key, R r) {\\n        int n = getNumberOf(r);\\n\\n        Index copy = copy();\\n        BuildReference<R> ref = createReference(r);\\n        BuildReference<R> old = copy.byNumber.put(n, ref);\\n        index = copy;\\n\\n        if (!numberOnDisk.contains(n)) {\\n            SortedIntList a = new SortedIntList(numberOnDisk);\\n            a.add(n);\\n            a.sort();\\n            numberOnDisk = a;\\n        }\\n\\n        entrySet.clearCache();\\n\\n        return unwrap(old);\\n    }'"")]"
